slot_id,section_id,slot_type,train_category,start_time,end_time,confidence
SLOT-003985,HWH-BWN,passenger_timetable,Express,2026-10-01 19:31:00,2026-10-01 19:47:00,0.98
SLOT-003986,HWH-BWN,passenger_timetable,Express,2026-10-01 20:15:00,2026-10-01 20:32:00,0.98
SLOT-003987,HWH-BWN,passenger_timetable,Superfast,2026-10-01 20:59:00,2026-10-01 21:21:00,0.98
SLOT-003988,HWH-BWN,passenger_timetable,Vande Bharat,2026-10-01 21:49:00,2026-10-01 22:14:00,0.98
SLOT-003989,HWH-BWN,passenger_timetable,Special Express,2026-10-01 22:00:00,2026-10-01 22:22:00,0.95
SLOT-003990,HWH-BWN,passenger_timetable,Special Express,2026-10-01 23:19:00,2026-10-01 23:44:00,0.95
SLOT-003991,HWH-BWN,passenger_timetable,Special Express,2026-10-02 00:35:00,2026-10-02 00:52:00,0.95
SLOT-003992,HWH-BWN,passenger_timetable,Special Express,2026-10-02 01:39:00,2026-10-02 02:02:00,0.95
SLOT-003993,HWH-BWN,passenger_timetable,Special Express,2026-10-02 03:07:00,2026-10-02 03:28:00,0.95
SLOT-003994,HWH-BWN,passenger_timetable,Special Express,2026-10-02 04:13:00,2026-10-02 04:37:00,0.95
SLOT-003995,HWH-BWN,passenger_timetable,Mail/Express,2026-10-02 05:21:00,2026-10-02 05:36:00,0.95
SLOT-003996,HWH-BWN,goods_forecast,Coal/Mineral Rake,2026-10-01 22:00:00,2026-10-01 22:38:00,0.74
SLOT-003997,HWH-BWN,goods_forecast,Auto Rake,2026-10-01 23:11:00,2026-10-01 23:46:00,0.8
SLOT-003998,HWH-BWN,goods_forecast,Coal/Mineral Rake,2026-10-02 00:17:00,2026-10-02 00:53:00,0.73
SLOT-003999,HWH-BWN,goods_forecast,BoxN Freight,2026-10-02 01:23:00,2026-10-02 01:54:00,0.73
SLOT-004000,HWH-BWN,goods_forecast,Coal/Mineral Rake,2026-10-02 02:22:00,2026-10-02 02:48:00,0.78
SLOT-004001,HWH-BWN,goods_forecast,BoxN Freight,2026-10-02 03:13:00,2026-10-02 03:40:00,0.83
SLOT-004002,HWH-BWN,goods_forecast,Coal/Mineral Rake,2026-10-02 04:28:00,2026-10-02 05:00:00,0.73
SLOT-004003,HWH-BWN,goods_forecast,BoxN Freight,2026-10-02 05:47:00,2026-10-02 06:25:00,0.73
SLOT-004004,HWH-BWN,goods_forecast,Goods Freight,2026-10-01 06:00:00,2026-10-01 06:36:00,0.67
SLOT-004005,HWH-BWN,goods_forecast,Parcel Cargo,2026-10-01 07:55:00,2026-10-01 08:23:00,0.65
SLOT-004006,HWH-BWN,goods_forecast,Goods Freight,2026-10-01 10:03:00,2026-10-01 10:40:00,0.72
SLOT-004007,HWH-BWN,goods_forecast,Goods Freight,2026-10-01 11:58:00,2026-10-01 12:29:00,0.77
SLOT-004008,HWH-BWN,goods_forecast,Goods Freight,2026-10-01 14:06:00,2026-10-01 14:33:00,0.73
SLOT-004009,HWH-BWN,goods_forecast,Goods Freight,2026-10-01 15:43:00,2026-10-01 16:11:00,0.76
SLOT-004010,HWH-BWN,goods_forecast,Parcel Cargo,2026-10-01 17:59:00,2026-10-01 18:39:00,0.76
SLOT-004011,HWH-BWN,goods_forecast,Goods Freight,2026-10-01 19:49:00,2026-10-01 20:27:00,0.68
SLOT-004012,HWH-BWN,goods_forecast,Parcel Cargo,2026-10-01 21:55:00,2026-10-01 22:31:00,0.69
SLOT-004013,HWH-BWN,passenger_timetable,Express,2026-10-02 06:00:00,2026-10-02 06:22:00,0.98
SLOT-004014,HWH-BWN,passenger_timetable,Vande Bharat,2026-10-02 06:39:00,2026-10-02 07:00:00,0.98
SLOT-004015,HWH-BWN,passenger_timetable,Passenger,2026-10-02 07:14:00,2026-10-02 07:30:00,0.98
SLOT-004016,HWH-BWN,passenger_timetable,Express,2026-10-02 07:53:00,2026-10-02 08:12:00,0.98
SLOT-004017,HWH-BWN,passenger_timetable,Passenger,2026-10-02 08:34:00,2026-10-02 08:59:00,0.98
SLOT-004018,HWH-BWN,passenger_timetable,Vande Bharat,2026-10-02 09:23:00,2026-10-02 09:39:00,0.98
SLOT-004019,HWH-BWN,passenger_timetable,Passenger,2026-10-02 09:59:00,2026-10-02 10:14:00,0.98
SLOT-004020,HWH-BWN,passenger_timetable,Express,2026-10-02 10:39:00,2026-10-02 10:59:00,0.98
SLOT-004021,HWH-BWN,passenger_timetable,Superfast,2026-10-02 11:28:00,2026-10-02 11:46:00,0.98
SLOT-004022,HWH-BWN,passenger_timetable,Superfast,2026-10-02 12:03:00,2026-10-02 12:18:00,0.98
SLOT-004023,HWH-BWN,passenger_timetable,Superfast,2026-10-02 12:46:00,2026-10-02 13:03:00,0.98
SLOT-004024,HWH-BWN,passenger_timetable,Express,2026-10-02 13:29:00,2026-10-02 13:44:00,0.98
SLOT-004025,HWH-BWN,passenger_timetable,Passenger,2026-10-02 14:09:00,2026-10-02 14:27:00,0.98
SLOT-004026,HWH-BWN,passenger_timetable,Vande Bharat,2026-10-02 14:55:00,2026-10-02 15:19:00,0.98
SLOT-004027,HWH-BWN,passenger_timetable,Superfast,2026-10-02 15:41:00,2026-10-02 16:02:00,0.98
SLOT-004028,HWH-BWN,passenger_timetable,Superfast,2026-10-02 16:20:00,2026-10-02 16:43:00,0.98
SLOT-004029,HWH-BWN,passenger_timetable,Express,2026-10-02 17:01:00,2026-10-02 17:21:00,0.98
SLOT-004030,HWH-BWN,passenger_timetable,Vande Bharat,2026-10-02 17:39:00,2026-10-02 17:54:00,0.98
SLOT-004031,HWH-BWN,passenger_timetable,Vande Bharat,2026-10-02 18:12:00,2026-10-02 18:31:00,0.98
SLOT-004032,HWH-BWN,passenger_timetable,Passenger,2026-10-02 18:50:00,2026-10-02 19:10:00,0.98
SLOT-004033,HWH-BWN,passenger_timetable,Express,2026-10-02 19:39:00,2026-10-02 19:59:00,0.98
SLOT-004034,HWH-BWN,passenger_timetable,Express,2026-10-02 20:27:00,2026-10-02 20:47:00,0.98
SLOT-004035,HWH-BWN,passenger_timetable,Superfast,2026-10-02 21:01:00,2026-10-02 21:16:00,0.98
SLOT-004036,HWH-BWN,passenger_timetable,Vande Bharat,2026-10-02 21:41:00,2026-10-02 21:56:00,0.98
SLOT-004037,HWH-BWN,passenger_timetable,Mail/Express,2026-10-02 22:00:00,2026-10-02 22:23:00,0.95
SLOT-004038,HWH-BWN,passenger_timetable,Mail/Express,2026-10-02 23:35:00,2026-10-02 23:51:00,0.95
SLOT-004039,HWH-BWN,passenger_timetable,Mail/Express,2026-10-03 00:42:00,2026-10-03 01:00:00,0.95
SLOT-004040,HWH-BWN,passenger_timetable,Mail/Express,2026-10-03 02:00:00,2026-10-03 02:16:00,0.95
SLOT-004041,HWH-BWN,passenger_timetable,Special Express,2026-10-03 03:19:00,2026-10-03 03:41:00,0.95
SLOT-004042,HWH-BWN,passenger_timetable,Mail/Express,2026-10-03 04:47:00,2026-10-03 05:09:00,0.95
SLOT-004043,HWH-BWN,goods_forecast,BoxN Freight,2026-10-02 22:00:00,2026-10-02 22:25:00,0.77
SLOT-004044,HWH-BWN,goods_forecast,Coal/Mineral Rake,2026-10-02 23:10:00,2026-10-02 23:43:00,0.75
SLOT-004045,HWH-BWN,goods_forecast,Container Freight,2026-10-03 00:29:00,2026-10-03 01:05:00,0.77
SLOT-004046,HWH-BWN,goods_forecast,Coal/Mineral Rake,2026-10-03 01:43:00,2026-10-03 02:14:00,0.73
SLOT-004047,HWH-BWN,goods_forecast,Coal/Mineral Rake,2026-10-03 02:56:00,2026-10-03 03:25:00,0.8
SLOT-004048,HWH-BWN,goods_forecast,Auto Rake,2026-10-03 03:53:00,2026-10-03 04:21:00,0.74
SLOT-004049,HWH-BWN,goods_forecast,Coal/Mineral Rake,2026-10-03 05:03:00,2026-10-03 05:31:00,0.73
SLOT-004050,HWH-BWN,goods_forecast,Parcel Cargo,2026-10-02 06:00:00,2026-10-02 06:34:00,0.76
SLOT-004051,HWH-BWN,goods_forecast,Goods Freight,2026-10-02 07:50:00,2026-10-02 08:23:00,0.7
SLOT-004052,HWH-BWN,goods_forecast,Goods Freight,2026-10-02 10:05:00,2026-10-02 10:34:00,0.76
SLOT-004053,HWH-BWN,goods_forecast,Goods Freight,2026-10-02 12:08:00,2026-10-02 12:34:00,0.8
SLOT-004054,HWH-BWN,goods_forecast,Goods Freight,2026-10-02 14:09:00,2026-10-02 14:38:00,0.78
SLOT-004055,HWH-BWN,goods_forecast,Parcel Cargo,2026-10-02 15:37:00,2026-10-02 16:07:00,0.7
SLOT-004056,HWH-BWN,goods_forecast,Parcel Cargo,2026-10-02 17:28:00,2026-10-02 18:08:00,0.68
SLOT-004057,HWH-BWN,goods_forecast,Goods Freight,2026-10-02 19:52:00,2026-10-02 20:31:00,0.72
SLOT-004058,HWH-BWN,passenger_timetable,Vande Bharat,2026-10-03 06:00:00,2026-10-03 06:23:00,0.98
SLOT-004059,HWH-BWN,passenger_timetable,Passenger,2026-10-03 06:43:00,2026-10-03 07:02:00,0.98
SLOT-004060,HWH-BWN,passenger_timetable,Passenger,2026-10-03 07:19:00,2026-10-03 07:36:00,0.98
SLOT-004061,HWH-BWN,passenger_timetable,Vande Bharat,2026-10-03 07:58:00,2026-10-03 08:20:00,0.98
SLOT-004062,HWH-BWN,passenger_timetable,Passenger,2026-10-03 08:42:00,2026-10-03 09:07:00,0.98
SLOT-004063,HWH-BWN,passenger_timetable,Express,2026-10-03 09:24:00,2026-10-03 09:43:00,0.98
SLOT-004064,HWH-BWN,passenger_timetable,Express,2026-10-03 10:09:00,2026-10-03 10:30:00,0.98
SLOT-004065,HWH-BWN,passenger_timetable,Express,2026-10-03 10:52:00,2026-10-03 11:09:00,0.98
SLOT-004066,HWH-BWN,passenger_timetable,Express,2026-10-03 11:36:00,2026-10-03 11:58:00,0.98
SLOT-004067,HWH-BWN,passenger_timetable,Passenger,2026-10-03 12:18:00,2026-10-03 12:41:00,0.98
SLOT-004068,HWH-BWN,passenger_timetable,Passenger,2026-10-03 12:58:00,2026-10-03 13:18:00,0.98
SLOT-004069,HWH-BWN,passenger_timetable,Express,2026-10-03 13:35:00,2026-10-03 13:56:00,0.98
SLOT-004070,HWH-BWN,passenger_timetable,Vande Bharat,2026-10-03 14:21:00,2026-10-03 14:38:00,0.98
SLOT-004071,HWH-BWN,passenger_timetable,Superfast,2026-10-03 15:04:00,2026-10-03 15:22:00,0.98
SLOT-004072,HWH-BWN,passenger_timetable,Superfast,2026-10-03 15:48:00,2026-10-03 16:03:00,0.98
SLOT-004073,HWH-BWN,passenger_timetable,Superfast,2026-10-03 16:23:00,2026-10-03 16:46:00,0.98
SLOT-004074,HWH-BWN,passenger_timetable,Express,2026-10-03 17:08:00,2026-10-03 17:31:00,0.98
SLOT-004075,HWH-BWN,passenger_timetable,Superfast,2026-10-03 17:59:00,2026-10-03 18:19:00,0.98
SLOT-004076,HWH-BWN,passenger_timetable,Passenger,2026-10-03 18:46:00,2026-10-03 19:03:00,0.98
SLOT-004077,HWH-BWN,passenger_timetable,Superfast,2026-10-03 19:29:00,2026-10-03 19:45:00,0.98
SLOT-004078,HWH-BWN,passenger_timetable,Superfast,2026-10-03 20:03:00,2026-10-03 20:28:00,0.98
SLOT-004079,HWH-BWN,passenger_timetable,Vande Bharat,2026-10-03 20:57:00,2026-10-03 21:20:00,0.98
SLOT-004080,HWH-BWN,passenger_timetable,Express,2026-10-03 21:37:00,2026-10-03 21:56:00,0.98
SLOT-004081,HWH-BWN,passenger_timetable,Special Express,2026-10-03 22:00:00,2026-10-03 22:19:00,0.95
SLOT-004082,HWH-BWN,passenger_timetable,Special Express,2026-10-03 23:21:00,2026-10-03 23:42:00,0.95
SLOT-004083,HWH-BWN,passenger_timetable,Mail/Express,2026-10-04 00:50:00,2026-10-04 01:10:00,0.95
SLOT-004084,HWH-BWN,passenger_timetable,Mail/Express,2026-10-04 02:15:00,2026-10-04 02:30:00,0.95
SLOT-004085,HWH-BWN,passenger_timetable,Special Express,2026-10-04 03:28:00,2026-10-04 03:51:00,0.95
SLOT-004086,HWH-BWN,passenger_timetable,Mail/Express,2026-10-04 04:47:00,2026-10-04 05:11:00,0.95
SLOT-004087,HWH-BWN,goods_forecast,Coal/Mineral Rake,2026-10-03 22:00:00,2026-10-03 22:38:00,0.72
SLOT-004088,HWH-BWN,goods_forecast,Coal/Mineral Rake,2026-10-03 23:04:00,2026-10-03 23:34:00,0.76
SLOT-004089,HWH-BWN,goods_forecast,Auto Rake,2026-10-04 00:19:00,2026-10-04 00:57:00,0.79
SLOT-004090,HWH-BWN,goods_forecast,Container Freight,2026-10-04 01:26:00,2026-10-04 02:02:00,0.73
SLOT-004091,HWH-BWN,goods_forecast,Coal/Mineral Rake,2026-10-04 02:33:00,2026-10-04 03:06:00,0.83
SLOT-004092,HWH-BWN,goods_forecast,Coal/Mineral Rake,2026-10-04 03:54:00,2026-10-04 04:23:00,0.77
SLOT-004093,HWH-BWN,goods_forecast,BoxN Freight,2026-10-04 04:51:00,2026-10-04 05:24:00,0.7
SLOT-004094,HWH-BWN,goods_forecast,Goods Freight,2026-10-03 06:00:00,2026-10-03 06:34:00,0.77
SLOT-004095,HWH-BWN,goods_forecast,Parcel Cargo,2026-10-03 07:44:00,2026-10-03 08:16:00,0.69
SLOT-004096,HWH-BWN,goods_forecast,Goods Freight,2026-10-03 09:59:00,2026-10-03 10:38:00,0.66
SLOT-004097,HWH-BWN,goods_forecast,Goods Freight,2026-10-03 11:48:00,2026-10-03 12:21:00,0.71
SLOT-004098,HWH-BWN,goods_forecast,Parcel Cargo,2026-10-03 13:52:00,2026-10-03 14:20:00,0.71
SLOT-004099,HWH-BWN,goods_forecast,Parcel Cargo,2026-10-03 15:42:00,2026-10-03 16:22:00,0.68
SLOT-004100,HWH-BWN,goods_forecast,Parcel Cargo,2026-10-03 17:36:00,2026-10-03 18:03:00,0.69
SLOT-004101,HWH-BWN,goods_forecast,Parcel Cargo,2026-10-03 19:11:00,2026-10-03 19:49:00,0.66
SLOT-004102,HWH-BWN,goods_forecast,Parcel Cargo,2026-10-03 21:34:00,2026-10-03 22:07:00,0.79
SLOT-004103,HWH-BWN,passenger_timetable,Passenger,2026-10-04 06:00:00,2026-10-04 06:23:00,0.98
SLOT-004104,HWH-BWN,passenger_timetable,Passenger,2026-10-04 06:52:00,2026-10-04 07:17:00,0.98
SLOT-004105,HWH-BWN,passenger_timetable,Express,2026-10-04 07:41:00,2026-10-04 07:57:00,0.98
SLOT-004106,HWH-BWN,passenger_timetable,Superfast,2026-10-04 08:19:00,2026-10-04 08:41:00,0.98
SLOT-004107,HWH-BWN,passenger_timetable,Superfast,2026-10-04 08:58:00,2026-10-04 09:20:00,0.98
SLOT-004108,HWH-BWN,passenger_timetable,Passenger,2026-10-04 09:48:00,2026-10-04 10:09:00,0.98
SLOT-004109,HWH-BWN,passenger_timetable,Vande Bharat,2026-10-04 10:37:00,2026-10-04 10:59:00,0.98
SLOT-004110,HWH-BWN,passenger_timetable,Vande Bharat,2026-10-04 11:16:00,2026-10-04 11:39:00,0.98
SLOT-004111,HWH-BWN,passenger_timetable,Express,2026-10-04 12:07:00,2026-10-04 12:31:00,0.98
SLOT-004112,HWH-BWN,passenger_timetable,Express,2026-10-04 12:46:00,2026-10-04 13:11:00,0.98
SLOT-004113,HWH-BWN,passenger_timetable,Express,2026-10-04 13:39:00,2026-10-04 13:55:00,0.98
SLOT-004114,HWH-BWN,passenger_timetable,Vande Bharat,2026-10-04 14:23:00,2026-10-04 14:43:00,0.98
SLOT-004115,HWH-BWN,passenger_timetable,Passenger,2026-10-04 15:03:00,2026-10-04 15:18:00,0.98
SLOT-004116,HWH-BWN,passenger_timetable,Vande Bharat,2026-10-04 15:41:00,2026-10-04 16:03:00,0.98
SLOT-004117,HWH-BWN,passenger_timetable,Express,2026-10-04 16:32:00,2026-10-04 16:55:00,0.98
SLOT-004118,HWH-BWN,passenger_timetable,Vande Bharat,2026-10-04 17:23:00,2026-10-04 17:48:00,0.98
SLOT-004119,HWH-BWN,passenger_timetable,Superfast,2026-10-04 18:11:00,2026-10-04 18:29:00,0.98
SLOT-004120,HWH-BWN,passenger_timetable,Passenger,2026-10-04 18:43:00,2026-10-04 19:08:00,0.98
SLOT-004121,HWH-BWN,passenger_timetable,Vande Bharat,2026-10-04 19:22:00,2026-10-04 19:41:00,0.98
SLOT-004122,HWH-BWN,passenger_timetable,Passenger,2026-10-04 19:58:00,2026-10-04 20:20:00,0.98
SLOT-004123,HWH-BWN,passenger_timetable,Passenger,2026-10-04 20:34:00,2026-10-04 20:59:00,0.98
SLOT-004124,HWH-BWN,passenger_timetable,Passenger,2026-10-04 21:21:00,2026-10-04 21:39:00,0.98
SLOT-004125,HWH-BWN,passenger_timetable,Special Express,2026-10-04 22:00:00,2026-10-04 22:15:00,0.95
SLOT-004126,HWH-BWN,passenger_timetable,Special Express,2026-10-04 23:20:00,2026-10-04 23:45:00,0.95
SLOT-004127,HWH-BWN,passenger_timetable,Special Express,2026-10-05 00:50:00,2026-10-05 01:08:00,0.95
SLOT-004128,HWH-BWN,passenger_timetable,Mail/Express,2026-10-05 01:59:00,2026-10-05 02:19:00,0.95
SLOT-004129,HWH-BWN,passenger_timetable,Special Express,2026-10-05 03:21:00,2026-10-05 03:37:00,0.95
SLOT-004130,HWH-BWN,passenger_timetable,Mail/Express,2026-10-05 04:44:00,2026-10-05 05:08:00,0.95
SLOT-004131,HWH-BWN,goods_forecast,Container Freight,2026-10-04 22:00:00,2026-10-04 22:34:00,0.84
SLOT-004132,HWH-BWN,goods_forecast,BoxN Freight,2026-10-04 23:07:00,2026-10-04 23:44:00,0.79
SLOT-004133,HWH-BWN,goods_forecast,Auto Rake,2026-10-05 00:11:00,2026-10-05 00:41:00,0.73
SLOT-004134,HWH-BWN,goods_forecast,BoxN Freight,2026-10-05 01:21:00,2026-10-05 02:01:00,0.75
SLOT-004135,HWH-BWN,goods_forecast,Coal/Mineral Rake,2026-10-05 02:46:00,2026-10-05 03:22:00,0.84
SLOT-004136,HWH-BWN,goods_forecast,Container Freight,2026-10-05 03:58:00,2026-10-05 04:23:00,0.73
SLOT-004137,HWH-BWN,goods_forecast,Coal/Mineral Rake,2026-10-05 04:56:00,2026-10-05 05:30:00,0.76
SLOT-004138,HWH-BWN,goods_forecast,Goods Freight,2026-10-04 06:00:00,2026-10-04 06:31:00,0.66
SLOT-004139,HWH-BWN,goods_forecast,Goods Freight,2026-10-04 07:36:00,2026-10-04 08:09:00,0.76
SLOT-004140,HWH-BWN,goods_forecast,Parcel Cargo,2026-10-04 09:46:00,2026-10-04 10:22:00,0.67
SLOT-004141,HWH-BWN,goods_forecast,Parcel Cargo,2026-10-04 12:11:00,2026-10-04 12:39:00,0.74
SLOT-004142,HWH-BWN,goods_forecast,Goods Freight,2026-10-04 14:14:00,2026-10-04 14:49:00,0.72
SLOT-004143,HWH-BWN,goods_forecast,Goods Freight,2026-10-04 15:55:00,2026-10-04 16:27:00,0.75
SLOT-004144,HWH-BWN,goods_forecast,Parcel Cargo,2026-10-04 17:29:00,2026-10-04 17:54:00,0.68
SLOT-004145,HWH-BWN,goods_forecast,Goods Freight,2026-10-04 19:19:00,2026-10-04 19:51:00,0.72
SLOT-004146,HWH-BWN,goods_forecast,Goods Freight,2026-10-04 21:11:00,2026-10-04 21:40:00,0.69
SLOT-004147,HWH-BWN,passenger_timetable,Vande Bharat,2026-10-05 06:00:00,2026-10-05 06:24:00,0.98
SLOT-004148,HWH-BWN,passenger_timetable,Superfast,2026-10-05 06:38:00,2026-10-05 06:59:00,0.98
SLOT-004149,HWH-BWN,passenger_timetable,Vande Bharat,2026-10-05 07:24:00,2026-10-05 07:41:00,0.98
SLOT-004150,HWH-BWN,passenger_timetable,Vande Bharat,2026-10-05 08:05:00,2026-10-05 08:29:00,0.98
SLOT-004151,HWH-BWN,passenger_timetable,Passenger,2026-10-05 08:58:00,2026-10-05 09:18:00,0.98
SLOT-004152,HWH-BWN,passenger_timetable,Passenger,2026-10-05 09:38:00,2026-10-05 09:58:00,0.98
SLOT-004153,HWH-BWN,passenger_timetable,Passenger,2026-10-05 10:22:00,2026-10-05 10:42:00,0.98
SLOT-004154,HWH-BWN,passenger_timetable,Passenger,2026-10-05 11:02:00,2026-10-05 11:19:00,0.98
SLOT-004155,HWH-BWN,passenger_timetable,Superfast,2026-10-05 11:35:00,2026-10-05 11:58:00,0.98
SLOT-004156,HWH-BWN,passenger_timetable,Vande Bharat,2026-10-05 12:18:00,2026-10-05 12:41:00,0.98
SLOT-004157,HWH-BWN,passenger_timetable,Express,2026-10-05 12:58:00,2026-10-05 13:18:00,0.98
SLOT-004158,HWH-BWN,passenger_timetable,Passenger,2026-10-05 13:45:00,2026-10-05 14:03:00,0.98
SLOT-004159,HWH-BWN,passenger_timetable,Superfast,2026-10-05 14:31:00,2026-10-05 14:54:00,0.98
SLOT-004160,HWH-BWN,passenger_timetable,Express,2026-10-05 15:23:00,2026-10-05 15:42:00,0.98
SLOT-004161,HWH-BWN,passenger_timetable,Vande Bharat,2026-10-05 16:07:00,2026-10-05 16:31:00,0.98
SLOT-004162,HWH-BWN,passenger_timetable,Vande Bharat,2026-10-05 16:56:00,2026-10-05 17:20:00,0.98
SLOT-004163,HWH-BWN,passenger_timetable,Express,2026-10-05 17:45:00,2026-10-05 18:02:00,0.98
SLOT-004164,HWH-BWN,passenger_timetable,Express,2026-10-05 18:18:00,2026-10-05 18:40:00,0.98
SLOT-004165,HWH-BWN,passenger_timetable,Superfast,2026-10-05 19:07:00,2026-10-05 19:29:00,0.98
SLOT-004166,HWH-BWN,passenger_timetable,Passenger,2026-10-05 19:51:00,2026-10-05 20:16:00,0.98
SLOT-004167,HWH-BWN,passenger_timetable,Passenger,2026-10-05 20:32:00,2026-10-05 20:51:00,0.98
SLOT-004168,HWH-BWN,passenger_timetable,Vande Bharat,2026-10-05 21:07:00,2026-10-05 21:31:00,0.98
SLOT-004169,HWH-BWN,passenger_timetable,Vande Bharat,2026-10-05 21:45:00,2026-10-05 22:02:00,0.98
SLOT-004170,HWH-BWN,passenger_timetable,Special Express,2026-10-05 22:00:00,2026-10-05 22:25:00,0.95
SLOT-004171,HWH-BWN,passenger_timetable,Special Express,2026-10-05 23:19:00,2026-10-05 23:42:00,0.95
SLOT-004172,HWH-BWN,passenger_timetable,Special Express,2026-10-06 00:40:00,2026-10-06 00:58:00,0.95
SLOT-004173,HWH-BWN,passenger_timetable,Special Express,2026-10-06 01:57:00,2026-10-06 02:20:00,0.95
SLOT-004174,HWH-BWN,passenger_timetable,Mail/Express,2026-10-06 03:11:00,2026-10-06 03:35:00,0.95
SLOT-004175,HWH-BWN,passenger_timetable,Mail/Express,2026-10-06 04:19:00,2026-10-06 04:43:00,0.95
SLOT-004176,HWH-BWN,passenger_timetable,Mail/Express,2026-10-06 05:43:00,2026-10-06 06:07:00,0.95
SLOT-004177,HWH-BWN,goods_forecast,Coal/Mineral Rake,2026-10-05 22:00:00,2026-10-05 22:38:00,0.81
SLOT-004178,HWH-BWN,goods_forecast,Coal/Mineral Rake,2026-10-05 23:15:00,2026-10-05 23:45:00,0.7
SLOT-004179,HWH-BWN,goods_forecast,Container Freight,2026-10-06 00:16:00,2026-10-06 00:56:00,0.75
SLOT-004180,HWH-BWN,goods_forecast,Auto Rake,2026-10-06 01:43:00,2026-10-06 02:20:00,0.82
SLOT-004181,HWH-BWN,goods_forecast,Coal/Mineral Rake,2026-10-06 02:48:00,2026-10-06 03:28:00,0.83
SLOT-004182,HWH-BWN,goods_forecast,BoxN Freight,2026-10-06 04:02:00,2026-10-06 04:30:00,0.75
SLOT-004183,HWH-BWN,goods_forecast,BoxN Freight,2026-10-06 04:59:00,2026-10-06 05:37:00,0.77
SLOT-004184,HWH-BWN,goods_forecast,Parcel Cargo,2026-10-05 06:00:00,2026-10-05 06:33:00,0.68
SLOT-004185,HWH-BWN,goods_forecast,Parcel Cargo,2026-10-05 07:49:00,2026-10-05 08:16:00,0.72
SLOT-004186,HWH-BWN,goods_forecast,Goods Freight,2026-10-05 09:47:00,2026-10-05 10:20:00,0.78
SLOT-004187,HWH-BWN,goods_forecast,Parcel Cargo,2026-10-05 11:28:00,2026-10-05 11:54:00,0.66
SLOT-004188,HWH-BWN,goods_forecast,Goods Freight,2026-10-05 12:58:00,2026-10-05 13:23:00,0.7
SLOT-004189,HWH-BWN,goods_forecast,Parcel Cargo,2026-10-05 14:22:00,2026-10-05 14:47:00,0.78
SLOT-004190,HWH-BWN,goods_forecast,Parcel Cargo,2026-10-05 16:15:00,2026-10-05 16:46:00,0.68
SLOT-004191,HWH-BWN,goods_forecast,Goods Freight,2026-10-05 18:01:00,2026-10-05 18:37:00,0.78
SLOT-004192,HWH-BWN,goods_forecast,Goods Freight,2026-10-05 19:56:00,2026-10-05 20:32:00,0.78
SLOT-004193,HWH-BWN,goods_forecast,Parcel Cargo,2026-10-05 21:45:00,2026-10-05 22:14:00,0.65
SLOT-004194,HWH-BWN,passenger_timetable,Express,2026-10-06 06:00:00,2026-10-06 06:23:00,0.98
SLOT-004195,HWH-BWN,passenger_timetable,Express,2026-10-06 06:38:00,2026-10-06 06:57:00,0.98
SLOT-004196,HWH-BWN,passenger_timetable,Superfast,2026-10-06 07:18:00,2026-10-06 07:43:00,0.98
SLOT-004197,HWH-BWN,passenger_timetable,Superfast,2026-10-06 08:05:00,2026-10-06 08:28:00,0.98
SLOT-004198,HWH-BWN,passenger_timetable,Superfast,2026-10-06 08:56:00,2026-10-06 09:18:00,0.98
SLOT-004199,HWH-BWN,passenger_timetable,Passenger,2026-10-06 09:35:00,2026-10-06 09:52:00,0.98
SLOT-004200,HWH-BWN,passenger_timetable,Vande Bharat,2026-10-06 10:20:00,2026-10-06 10:45:00,0.98
SLOT-004201,HWH-BWN,passenger_timetable,Express,2026-10-06 11:10:00,2026-10-06 11:26:00,0.98
SLOT-004202,HWH-BWN,passenger_timetable,Passenger,2026-10-06 11:51:00,2026-10-06 12:09:00,0.98
SLOT-004203,HWH-BWN,passenger_timetable,Vande Bharat,2026-10-06 12:31:00,2026-10-06 12:49:00,0.98
SLOT-004204,HWH-BWN,passenger_timetable,Express,2026-10-06 13:06:00,2026-10-06 13:27:00,0.98
SLOT-004205,HWH-BWN,passenger_timetable,Vande Bharat,2026-10-06 13:46:00,2026-10-06 14:01:00,0.98
SLOT-004206,HWH-BWN,passenger_timetable,Express,2026-10-06 14:23:00,2026-10-06 14:39:00,0.98
SLOT-004207,HWH-BWN,passenger_timetable,Vande Bharat,2026-10-06 15:07:00,2026-10-06 15:27:00,0.98
SLOT-004208,HWH-BWN,passenger_timetable,Superfast,2026-10-06 15:56:00,2026-10-06 16:21:00,0.98
SLOT-004209,HWH-BWN,passenger_timetable,Superfast,2026-10-06 16:48:00,2026-10-06 17:08:00,0.98
SLOT-004210,HWH-BWN,passenger_timetable,Passenger,2026-10-06 17:29:00,2026-10-06 17:47:00,0.98
SLOT-004211,HWH-BWN,passenger_timetable,Vande Bharat,2026-10-06 18:12:00,2026-10-06 18:33:00,0.98
SLOT-004212,HWH-BWN,passenger_timetable,Express,2026-10-06 19:02:00,2026-10-06 19:23:00,0.98
SLOT-004213,HWH-BWN,passenger_timetable,Vande Bharat,2026-10-06 19:47:00,2026-10-06 20:02:00,0.98
SLOT-004214,HWH-BWN,passenger_timetable,Vande Bharat,2026-10-06 20:27:00,2026-10-06 20:47:00,0.98
SLOT-004215,HWH-BWN,passenger_timetable,Passenger,2026-10-06 21:04:00,2026-10-06 21:25:00,0.98
SLOT-004216,HWH-BWN,passenger_timetable,Express,2026-10-06 21:53:00,2026-10-06 22:12:00,0.98
