request_id,asset_id,department,section_id,defect_type,criticality,overdue_days,asset_stress_index,is_monsoon,days_since_last_inspection,failure_count_last_year,is_critical_defect,requested_window_start,requested_window_end,section_traffic_density
REQ-00357,AST-SNT-125,Signal & Telecom,ALD-MGS,signal_fault,Medium,29,0.191,1,23,0,False,2026-09-16 11:00:00,2026-09-16 16:00:00,45
REQ-00358,AST-SNT-138,Signal & Telecom,GHY-NJP,signal_fault,Low,23,0.396,1,31,3,False,2026-09-10 00:00:00,2026-09-10 03:00:00,34
REQ-00359,AST-ENG-025,Engineering,HWH-BWN,track_defect,Low,6,0.875,1,58,9,False,2026-09-25 11:00:00,2026-09-25 16:00:00,46
REQ-00360,AST-ENG-133,Engineering,GHY-NJP,track_defect,Low,32,0.758,1,55,6,False,2026-09-17 02:00:00,2026-09-17 07:00:00,34
REQ-00361,AST-SNT-091,Signal & Telecom,LKO-CNB,signal_fault,Low,43,0.352,1,24,4,False,2026-09-09 11:00:00,2026-09-09 16:00:00,40
REQ-00362,AST-TRD-156,Traction Distribution,TVC-QLN,traction_fault,Low,81,0.853,1,145,5,True,2026-09-10 02:00:00,2026-09-10 06:00:00,35
REQ-00363,AST-TRD-060,Traction Distribution,MAS-AJJ,traction_fault,Medium,70,0.615,1,78,3,False,2026-09-11 22:00:00,2026-09-12 01:00:00,44
REQ-00364,AST-SNT-128,Signal & Telecom,ALD-MGS,signal_fault,Low,62,0.377,1,26,1,True,2026-09-11 02:00:00,2026-09-11 04:00:00,45
REQ-00365,AST-ENG-027,Engineering,HWH-BWN,track_defect,Low,52,0.463,1,30,2,False,2026-09-21 15:00:00,2026-09-21 18:00:00,46
REQ-00366,AST-ENG-026,Engineering,HWH-BWN,track_defect,Low,47,0.432,0,50,4,False,2026-10-06 22:00:00,2026-10-07 03:00:00,46
REQ-00367,AST-TRD-022,Traction Distribution,CSMT-KYN,traction_fault,High,9,0.476,0,173,2,False,2026-10-05 02:00:00,2026-10-05 05:00:00,48
REQ-00368,AST-ENG-110,Engineering,JP-AII,track_defect,Low,71,0.316,1,52,0,True,2026-09-30 22:00:00,2026-10-01 02:00:00,35
REQ-00369,AST-TRD-069,Traction Distribution,PUNE-DD,traction_fault,High,30,0.377,0,108,2,False,2026-10-02 04:00:00,2026-10-02 07:00:00,38
REQ-00370,AST-ENG-014,Engineering,CSMT-KYN,track_defect,Low,52,0.582,1,38,2,True,2026-09-14 13:00:00,2026-09-14 15:00:00,48
REQ-00371,AST-ENG-123,Engineering,ALD-MGS,track_defect,Low,6,0.513,0,62,2,False,2026-10-05 13:00:00,2026-10-05 16:00:00,45
REQ-00372,AST-ENG-097,Engineering,BPL-ET,track_defect,Low,11,0.308,1,30,2,False,2026-09-13 22:00:00,2026-09-14 02:00:00,41
REQ-00373,AST-ENG-147,Engineering,TVC-QLN,track_defect,Medium,79,0.432,0,72,1,True,2026-10-05 11:00:00,2026-10-05 16:00:00,35
REQ-00374,AST-ENG-040,Engineering,SBC-JTJ,track_defect,Low,49,0.466,1,62,1,False,2026-09-22 02:00:00,2026-09-22 04:00:00,38
REQ-00375,AST-SNT-176,Signal & Telecom,NGP-BSL,signal_fault,Low,35,0.742,1,47,5,False,2026-09-17 04:00:00,2026-09-17 09:00:00,38
REQ-00376,AST-SNT-113,Signal & Telecom,JP-AII,signal_fault,Medium,36,0.631,1,47,6,False,2026-09-20 15:00:00,2026-09-20 18:00:00,35
REQ-00377,AST-SNT-150,Signal & Telecom,TVC-QLN,signal_fault,Low,5,0.639,1,40,7,False,2026-09-09 00:00:00,2026-09-09 02:00:00,35
REQ-00378,AST-ENG-038,Engineering,SBC-JTJ,track_defect,High,21,0.686,1,37,5,False,2026-09-08 00:00:00,2026-09-08 05:00:00,38
REQ-00379,AST-SNT-125,Signal & Telecom,ALD-MGS,signal_fault,Low,33,0.195,1,36,0,False,2026-09-29 22:00:00,2026-09-30 03:00:00,45
REQ-00380,AST-ENG-014,Engineering,CSMT-KYN,track_defect,Low,30,0.505,1,51,2,False,2026-09-27 04:00:00,2026-09-27 08:00:00,48
REQ-00381,AST-ENG-014,Engineering,CSMT-KYN,track_defect,Medium,56,0.551,1,47,2,False,2026-09-23 11:00:00,2026-09-23 14:00:00,48
REQ-00382,AST-SNT-078,Signal & Telecom,ADI-BRC,signal_fault,Medium,72,0.46,1,47,2,False,2026-09-25 02:00:00,2026-09-25 06:00:00,42
REQ-00383,AST-ENG-135,Engineering,GHY-NJP,track_defect,Medium,71,0.492,0,68,3,False,2026-10-04 11:00:00,2026-10-04 13:00:00,34
REQ-00384,AST-SNT-176,Signal & Telecom,NGP-BSL,signal_fault,Low,63,0.717,1,50,5,False,2026-09-20 02:00:00,2026-09-20 07:00:00,38
REQ-00385,AST-SNT-008,Signal & Telecom,NDLS-GZB,signal_fault,Low,52,0.378,1,43,1,False,2026-09-16 04:00:00,2026-09-16 06:00:00,48
REQ-00386,AST-SNT-029,Signal & Telecom,HWH-BWN,signal_fault,Low,60,0.613,1,64,5,False,2026-09-29 00:00:00,2026-09-29 03:00:00,46
REQ-00387,AST-SNT-067,Signal & Telecom,PUNE-DD,signal_fault,Low,20,0.268,1,49,0,False,2026-09-23 13:00:00,2026-09-23 16:00:00,38
REQ-00388,AST-SNT-140,Signal & Telecom,GHY-NJP,signal_fault,Low,30,0.522,0,46,3,False,2026-10-01 13:00:00,2026-10-01 15:00:00,34
REQ-00389,AST-TRD-010,Traction Distribution,NDLS-GZB,traction_fault,Medium,11,0.608,1,88,5,False,2026-09-17 22:00:00,2026-09-18 02:00:00,48
REQ-00390,AST-TRD-057,Traction Distribution,MAS-AJJ,traction_fault,Low,50,0.391,1,130,3,False,2026-09-29 02:00:00,2026-09-29 07:00:00,44
REQ-00391,AST-TRD-072,Traction Distribution,PUNE-DD,traction_fault,Low,5,0.697,1,84,7,False,2026-09-08 23:00:00,2026-09-09 02:00:00,38
REQ-00392,AST-TRD-057,Traction Distribution,MAS-AJJ,traction_fault,Low,7,0.368,0,132,3,False,2026-10-01 02:00:00,2026-10-01 04:00:00,44
REQ-00393,AST-TRD-105,Traction Distribution,BPL-ET,traction_fault,Low,44,0.496,1,141,3,False,2026-09-07 00:00:00,2026-09-07 02:00:00,41
REQ-00394,AST-SNT-091,Signal & Telecom,LKO-CNB,signal_fault,Medium,43,0.361,1,33,4,False,2026-09-18 22:00:00,2026-09-19 01:00:00,40
REQ-00395,AST-ENG-159,Engineering,BZA-VSKP,track_defect,High,41,0.33,1,15,4,False,2026-09-08 22:00:00,2026-09-09 01:00:00,41
REQ-00396,AST-ENG-075,Engineering,ADI-BRC,track_defect,High,0,0.431,0,61,3,False,2026-10-06 15:00:00,2026-10-06 19:00:00,42
REQ-00397,AST-SNT-113,Signal & Telecom,JP-AII,signal_fault,Low,53,0.573,1,45,6,False,2026-09-18 02:00:00,2026-09-18 04:00:00,35
REQ-00398,AST-ENG-148,Engineering,TVC-QLN,track_defect,Low,60,0.766,1,54,5,False,2026-09-23 00:00:00,2026-09-23 05:00:00,35
REQ-00399,AST-SNT-090,Signal & Telecom,LKO-CNB,signal_fault,Low,67,0.601,0,67,5,True,2026-10-04 13:00:00,2026-10-04 17:00:00,40
REQ-00400,AST-ENG-100,Engineering,BPL-ET,track_defect,Medium,67,0.606,1,41,4,False,2026-09-21 00:00:00,2026-09-21 04:00:00,41
REQ-00401,AST-TRD-117,Traction Distribution,JP-AII,traction_fault,Medium,64,0.5,0,120,5,False,2026-10-02 13:00:00,2026-10-02 16:00:00,35
REQ-00402,AST-SNT-114,Signal & Telecom,JP-AII,signal_fault,Medium,23,0.493,1,35,4,True,2026-09-22 11:00:00,2026-09-22 14:00:00,35
REQ-00403,AST-TRD-180,Traction Distribution,NGP-BSL,traction_fault,Medium,53,0.384,1,96,2,False,2026-09-20 00:00:00,2026-09-20 03:00:00,38
REQ-00404,AST-TRD-129,Traction Distribution,ALD-MGS,traction_fault,Medium,47,0.574,0,112,5,False,2026-10-03 00:00:00,2026-10-03 04:00:00,45
REQ-00405,AST-ENG-123,Engineering,ALD-MGS,track_defect,Low,19,0.482,1,46,2,False,2026-09-19 13:00:00,2026-09-19 15:00:00,45
REQ-00406,AST-TRD-048,Traction Distribution,SBC-JTJ,traction_fault,Low,38,0.759,1,93,5,False,2026-09-20 23:00:00,2026-09-21 01:00:00,38
REQ-00407,AST-SNT-030,Signal & Telecom,HWH-BWN,signal_fault,Low,5,0.274,1,35,1,False,2026-09-29 13:00:00,2026-09-29 15:00:00,46
REQ-00408,AST-ENG-039,Engineering,SBC-JTJ,track_defect,Low,40,0.204,0,46,0,False,2026-10-05 22:00:00,2026-10-06 02:00:00,38
REQ-00409,AST-ENG-136,Engineering,GHY-NJP,track_defect,Low,42,0.753,1,32,8,False,2026-09-09 02:00:00,2026-09-09 05:00:00,34
REQ-00410,AST-TRD-082,Traction Distribution,ADI-BRC,traction_fault,Low,69,0.436,1,113,1,False,2026-09-09 00:00:00,2026-09-09 05:00:00,42
REQ-00411,AST-SNT-029,Signal & Telecom,HWH-BWN,signal_fault,Low,20,0.648,1,49,5,False,2026-09-14 13:00:00,2026-09-14 17:00:00,46
REQ-00412,AST-TRD-180,Traction Distribution,NGP-BSL,traction_fault,Medium,36,0.362,0,108,2,False,2026-10-02 22:00:00,2026-10-03 02:00:00,38
REQ-00413,AST-TRD-058,Traction Distribution,MAS-AJJ,traction_fault,Low,5,0.593,1,89,6,False,2026-09-14 02:00:00,2026-09-14 05:00:00,44
REQ-00414,AST-ENG-146,Engineering,TVC-QLN,track_defect,High,9,0.585,1,45,6,False,2026-09-25 02:00:00,2026-09-25 05:00:00,35
REQ-00415,AST-ENG-085,Engineering,LKO-CNB,track_defect,High,88,0.69,1,40,6,True,2026-09-21 15:00:00,2026-09-21 20:00:00,40
REQ-00416,AST-ENG-063,Engineering,PUNE-DD,track_defect,Low,39,0.334,0,61,2,False,2026-10-01 11:00:00,2026-10-01 16:00:00,38
REQ-00417,AST-ENG-049,Engineering,MAS-AJJ,track_defect,Low,81,0.256,0,61,0,True,2026-10-04 02:00:00,2026-10-04 04:00:00,44
REQ-00418,AST-ENG-124,Engineering,ALD-MGS,track_defect,Medium,70,0.498,1,41,2,True,2026-09-16 00:00:00,2026-09-16 03:00:00,45
REQ-00419,AST-ENG-061,Engineering,PUNE-DD,track_defect,Low,83,0.526,1,27,4,True,2026-09-11 02:00:00,2026-09-11 05:00:00,38
REQ-00420,AST-TRD-082,Traction Distribution,ADI-BRC,traction_fault,Medium,29,0.396,1,127,1,False,2026-09-23 00:00:00,2026-09-23 04:00:00,42
REQ-00421,AST-ENG-028,Engineering,HWH-BWN,track_defect,Medium,69,0.607,1,40,5,False,2026-09-07 22:00:00,2026-09-08 03:00:00,46
REQ-00422,AST-TRD-108,Traction Distribution,BPL-ET,traction_fault,Low,82,0.605,1,120,5,True,2026-09-14 02:00:00,2026-09-14 07:00:00,41
REQ-00423,AST-ENG-147,Engineering,TVC-QLN,track_defect,Medium,54,0.399,1,48,1,False,2026-09-11 02:00:00,2026-09-11 04:00:00,35
REQ-00424,AST-ENG-146,Engineering,TVC-QLN,track_defect,Low,5,0.656,1,34,6,False,2026-09-14 04:00:00,2026-09-14 07:00:00,35
REQ-00425,AST-TRD-072,Traction Distribution,PUNE-DD,traction_fault,Medium,56,0.752,1,104,7,False,2026-09-28 02:00:00,2026-09-28 06:00:00,38
REQ-00426,AST-ENG-013,Engineering,CSMT-KYN,track_defect,Low,43,0.778,1,17,4,False,2026-09-07 02:00:00,2026-09-07 05:00:00,48
REQ-00427,AST-TRD-093,Traction Distribution,LKO-CNB,traction_fault,Medium,15,0.406,0,144,1,False,2026-10-02 04:00:00,2026-10-02 06:00:00,40
REQ-00428,AST-ENG-158,Engineering,BZA-VSKP,track_defect,Medium,4,0.342,0,40,2,False,2026-10-02 15:00:00,2026-10-02 17:00:00,41
REQ-00429,AST-SNT-090,Signal & Telecom,LKO-CNB,signal_fault,Medium,37,0.65,1,41,5,False,2026-09-08 04:00:00,2026-09-08 09:00:00,40
REQ-00430,AST-ENG-074,Engineering,ADI-BRC,track_defect,Low,25,0.358,1,48,1,False,2026-09-22 00:00:00,2026-09-22 05:00:00,42
REQ-00431,AST-TRD-036,Traction Distribution,HWH-BWN,traction_fault,Low,30,0.594,1,153,5,False,2026-09-18 11:00:00,2026-09-18 14:00:00,46
REQ-00432,AST-ENG-085,Engineering,LKO-CNB,track_defect,Medium,27,0.739,0,54,6,False,2026-10-05 04:00:00,2026-10-05 06:00:00,40
REQ-00433,AST-TRD-120,Traction Distribution,JP-AII,traction_fault,Low,50,0.642,1,139,5,False,2026-09-14 13:00:00,2026-09-14 18:00:00,35
REQ-00434,AST-TRD-108,Traction Distribution,BPL-ET,traction_fault,Medium,44,0.623,1,128,5,False,2026-09-22 00:00:00,2026-09-22 02:00:00,41
REQ-00435,AST-ENG-025,Engineering,HWH-BWN,track_defect,Low,73,0.937,1,53,9,False,2026-09-20 11:00:00,2026-09-20 14:00:00,46
REQ-00436,AST-TRD-156,Traction Distribution,TVC-QLN,traction_fault,Low,1,0.894,1,159,5,False,2026-09-24 00:00:00,2026-09-24 05:00:00,35
REQ-00437,AST-ENG-063,Engineering,PUNE-DD,track_defect,Medium,67,0.394,1,52,2,False,2026-09-22 23:00:00,2026-09-23 03:00:00,38
REQ-00438,AST-SNT-101,Signal & Telecom,BPL-ET,signal_fault,Medium,43,0.464,1,45,3,False,2026-09-17 22:00:00,2026-09-18 02:00:00,41
REQ-00439,AST-TRD-069,Traction Distribution,PUNE-DD,traction_fault,Low,1,0.439,1,102,2,False,2026-09-26 11:00:00,2026-09-26 13:00:00,38
REQ-00440,AST-TRD-154,Traction Distribution,TVC-QLN,traction_fault,Low,47,0.608,1,129,4,False,2026-09-15 00:00:00,2026-09-15 05:00:00,35
REQ-00441,AST-TRD-154,Traction Distribution,TVC-QLN,traction_fault,Low,1,0.565,1,139,4,False,2026-09-25 11:00:00,2026-09-25 14:00:00,35
REQ-00442,AST-SNT-127,Signal & Telecom,ALD-MGS,signal_fault,Medium,58,0.795,1,32,7,True,2026-09-14 13:00:00,2026-09-14 15:00:00,45
REQ-00443,AST-TRD-047,Traction Distribution,SBC-JTJ,traction_fault,Low,38,0.726,1,119,4,False,2026-09-25 22:00:00,2026-09-26 02:00:00,38
REQ-00444,AST-SNT-163,Signal & Telecom,BZA-VSKP,signal_fault,Medium,23,0.333,1,19,3,False,2026-09-12 04:00:00,2026-09-12 07:00:00,41
REQ-00445,AST-SNT-152,Signal & Telecom,TVC-QLN,signal_fault,Low,63,0.562,1,47,3,False,2026-09-30 15:00:00,2026-09-30 17:00:00,35
REQ-00446,AST-ENG-063,Engineering,PUNE-DD,track_defect,Medium,11,0.387,1,55,2,False,2026-09-25 04:00:00,2026-09-25 07:00:00,38
REQ-00447,AST-TRD-156,Traction Distribution,TVC-QLN,traction_fault,High,13,0.834,0,170,5,False,2026-10-05 23:00:00,2026-10-06 03:00:00,35
REQ-00448,AST-TRD-011,Traction Distribution,NDLS-GZB,traction_fault,Low,4,0.644,1,85,6,False,2026-09-09 00:00:00,2026-09-09 03:00:00,48
REQ-00449,AST-SNT-006,Signal & Telecom,NDLS-GZB,signal_fault,Low,62,0.464,1,46,2,False,2026-09-23 23:00:00,2026-09-24 01:00:00,48
REQ-00450,AST-ENG-112,Engineering,JP-AII,track_defect,High,40,0.785,1,31,7,False,2026-09-13 04:00:00,2026-09-13 08:00:00,35
REQ-00451,AST-SNT-175,Signal & Telecom,NGP-BSL,signal_fault,Low,62,0.35,0,55,3,True,2026-10-02 15:00:00,2026-10-02 17:00:00,38
REQ-00452,AST-SNT-114,Signal & Telecom,JP-AII,signal_fault,Low,73,0.563,1,42,4,False,2026-09-29 04:00:00,2026-09-29 06:00:00,35
REQ-00453,AST-ENG-160,Engineering,BZA-VSKP,track_defect,Low,74,0.45,1,54,1,True,2026-09-18 02:00:00,2026-09-18 06:00:00,41
REQ-00454,AST-SNT-127,Signal & Telecom,ALD-MGS,signal_fault,Medium,27,0.749,1,37,7,False,2026-09-19 02:00:00,2026-09-19 06:00:00,45
REQ-00455,AST-ENG-025,Engineering,HWH-BWN,track_defect,Medium,2,0.939,1,45,9,False,2026-09-12 22:00:00,2026-09-13 03:00:00,46
REQ-00456,AST-TRD-036,Traction Distribution,HWH-BWN,traction_fault,Low,74,0.634,1,164,5,False,2026-09-29 15:00:00,2026-09-29 18:00:00,46
REQ-00457,AST-TRD-165,Traction Distribution,BZA-VSKP,traction_fault,Low,41,0.65,1,158,3,False,2026-09-12 22:00:00,2026-09-13 02:00:00,41
REQ-00458,AST-SNT-055,Signal & Telecom,MAS-AJJ,signal_fault,Medium,33,0.91,1,38,5,False,2026-09-11 04:00:00,2026-09-11 06:00:00,44
REQ-00459,AST-SNT-113,Signal & Telecom,JP-AII,signal_fault,Low,9,0.615,1,46,6,False,2026-09-19 00:00:00,2026-09-19 03:00:00,35
REQ-00460,AST-SNT-175,Signal & Telecom,NGP-BSL,signal_fault,Medium,40,0.442,0,55,3,False,2026-10-02 11:00:00,2026-10-02 13:00:00,38
REQ-00461,AST-ENG-026,Engineering,HWH-BWN,track_defect,High,75,0.381,1,31,4,True,2026-09-17 02:00:00,2026-09-17 05:00:00,46
REQ-00462,AST-ENG-061,Engineering,PUNE-DD,track_defect,Medium,57,0.474,1,28,4,False,2026-09-12 02:00:00,2026-09-12 06:00:00,38
REQ-00463,AST-ENG-049,Engineering,MAS-AJJ,track_defect,Medium,69,0.275,1,40,0,False,2026-09-13 11:00:00,2026-09-13 13:00:00,44
REQ-00464,AST-SNT-151,Signal & Telecom,TVC-QLN,signal_fault,High,43,0.285,1,21,3,False,2026-09-10 00:00:00,2026-09-10 02:00:00,35
REQ-00465,AST-TRD-143,Traction Distribution,GHY-NJP,traction_fault,Medium,8,0.652,1,88,8,False,2026-09-20 04:00:00,2026-09-20 09:00:00,34
REQ-00466,AST-TRD-081,Traction Distribution,ADI-BRC,traction_fault,Low,77,0.616,1,151,2,True,2026-09-18 22:00:00,2026-09-19 00:00:00,42
REQ-00467,AST-SNT-151,Signal & Telecom,TVC-QLN,signal_fault,Low,4,0.291,0,45,3,True,2026-10-04 11:00:00,2026-10-04 14:00:00,35
REQ-00468,AST-TRD-156,Traction Distribution,TVC-QLN,traction_fault,Medium,64,0.818,0,169,5,False,2026-10-04 00:00:00,2026-10-04 04:00:00,35
REQ-00469,AST-ENG-049,Engineering,MAS-AJJ,track_defect,Medium,90,0.257,1,37,0,True,2026-09-10 02:00:00,2026-09-10 06:00:00,44
REQ-00470,AST-ENG-073,Engineering,ADI-BRC,track_defect,Low,51,0.827,1,51,6,False,2026-09-12 02:00:00,2026-09-12 04:00:00,42
REQ-00471,AST-ENG-112,Engineering,JP-AII,track_defect,Medium,47,0.756,0,53,7,False,2026-10-05 23:00:00,2026-10-06 01:00:00,35
REQ-00472,AST-TRD-130,Traction Distribution,ALD-MGS,traction_fault,Low,14,0.665,1,144,5,False,2026-09-12 22:00:00,2026-09-13 01:00:00,45
REQ-00473,AST-ENG-062,Engineering,PUNE-DD,track_defect,Low,63,0.346,1,44,0,False,2026-09-13 11:00:00,2026-09-13 16:00:00,38
REQ-00474,AST-TRD-143,Traction Distribution,GHY-NJP,traction_fault,Low,31,0.633,0,104,8,False,2026-10-06 13:00:00,2026-10-06 17:00:00,34
REQ-00475,AST-SNT-019,Signal & Telecom,CSMT-KYN,signal_fault,Low,52,0.645,1,31,6,False,2026-09-08 22:00:00,2026-09-09 03:00:00,48
REQ-00476,AST-ENG-064,Engineering,PUNE-DD,track_defect,Low,43,0.656,1,31,6,False,2026-09-07 22:00:00,2026-09-08 00:00:00,38
REQ-00477,AST-SNT-127,Signal & Telecom,ALD-MGS,signal_fault,Low,61,0.729,1,45,7,False,2026-09-27 23:00:00,2026-09-28 02:00:00,45
REQ-00478,AST-ENG-038,Engineering,SBC-JTJ,track_defect,High,40,0.682,1,41,5,False,2026-09-12 13:00:00,2026-09-12 15:00:00,38
REQ-00479,AST-ENG-016,Engineering,CSMT-KYN,track_defect,Low,74,0.864,1,45,5,True,2026-09-16 22:00:00,2026-09-17 03:00:00,48
REQ-00480,AST-ENG-123,Engineering,ALD-MGS,track_defect,Low,46,0.479,1,42,2,False,2026-09-15 02:00:00,2026-09-15 07:00:00,45
REQ-00481,AST-SNT-173,Signal & Telecom,NGP-BSL,signal_fault,Low,35,0.744,1,59,6,False,2026-09-19 15:00:00,2026-09-19 18:00:00,38
REQ-00482,AST-SNT-053,Signal & Telecom,MAS-AJJ,signal_fault,High,44,0.497,1,49,4,False,2026-09-21 23:00:00,2026-09-22 03:00:00,44
REQ-00483,AST-SNT-054,Signal & Telecom,MAS-AJJ,signal_fault,Low,49,0.478,1,34,2,True,2026-09-25 00:00:00,2026-09-25 03:00:00,44
REQ-00484,AST-ENG-123,Engineering,ALD-MGS,track_defect,Low,4,0.542,1,37,2,False,2026-09-10 02:00:00,2026-09-10 06:00:00,45
REQ-00485,AST-SNT-079,Signal & Telecom,ADI-BRC,signal_fault,Low,75,0.385,0,52,2,False,2026-10-01 11:00:00,2026-10-01 13:00:00,42
REQ-00486,AST-TRD-165,Traction Distribution,BZA-VSKP,traction_fault,Low,47,0.634,1,169,3,False,2026-09-23 22:00:00,2026-09-24 03:00:00,41
REQ-00487,AST-TRD-048,Traction Distribution,SBC-JTJ,traction_fault,High,46,0.701,1,95,5,False,2026-09-22 13:00:00,2026-09-22 15:00:00,38
REQ-00488,AST-SNT-163,Signal & Telecom,BZA-VSKP,signal_fault,Low,58,0.286,1,36,3,True,2026-09-29 00:00:00,2026-09-29 03:00:00,41
REQ-00489,AST-TRD-153,Traction Distribution,TVC-QLN,traction_fault,Medium,17,0.505,1,114,4,False,2026-09-21 04:00:00,2026-09-21 07:00:00,35
REQ-00490,AST-TRD-156,Traction Distribution,TVC-QLN,traction_fault,Low,36,0.858,1,148,5,False,2026-09-13 04:00:00,2026-09-13 06:00:00,35
REQ-00491,AST-TRD-132,Traction Distribution,ALD-MGS,traction_fault,Medium,72,0.797,1,153,7,False,2026-09-20 11:00:00,2026-09-20 14:00:00,45
REQ-00492,AST-ENG-049,Engineering,MAS-AJJ,track_defect,Medium,64,0.279,1,44,0,False,2026-09-17 02:00:00,2026-09-17 04:00:00,44
REQ-00493,AST-TRD-082,Traction Distribution,ADI-BRC,traction_fault,Low,2,0.422,1,128,1,False,2026-09-24 15:00:00,2026-09-24 19:00:00,42
REQ-00494,AST-TRD-179,Traction Distribution,NGP-BSL,traction_fault,High,68,0.712,0,135,8,False,2026-10-04 00:00:00,2026-10-04 05:00:00,38
REQ-00495,AST-SNT-030,Signal & Telecom,HWH-BWN,signal_fault,Low,6,0.326,1,17,1,False,2026-09-11 02:00:00,2026-09-11 04:00:00,46
REQ-00496,AST-TRD-023,Traction Distribution,CSMT-KYN,traction_fault,High,69,0.811,0,148,6,False,2026-10-02 13:00:00,2026-10-02 17:00:00,48
REQ-00497,AST-ENG-049,Engineering,MAS-AJJ,track_defect,Low,37,0.244,1,46,0,False,2026-09-19 23:00:00,2026-09-20 04:00:00,44
REQ-00498,AST-ENG-050,Engineering,MAS-AJJ,track_defect,High,10,0.417,1,56,2,False,2026-09-19 04:00:00,2026-09-19 09:00:00,44
REQ-00499,AST-SNT-173,Signal & Telecom,NGP-BSL,signal_fault,Medium,25,0.704,0,75,6,False,2026-10-05 15:00:00,2026-10-05 18:00:00,38
REQ-00500,AST-ENG-087,Engineering,LKO-CNB,track_defect,Medium,12,0.446,0,45,3,False,2026-10-06 13:00:00,2026-10-06 17:00:00,40
REQ-00501,AST-ENG-157,Engineering,BZA-VSKP,track_defect,Medium,71,0.468,0,52,2,False,2026-10-02 13:00:00,2026-10-02 17:00:00,41
REQ-00502,AST-TRD-096,Traction Distribution,LKO-CNB,traction_fault,Low,59,0.381,0,120,2,False,2026-10-04 02:00:00,2026-10-04 05:00:00,40
REQ-00503,AST-TRD-144,Traction Distribution,GHY-NJP,traction_fault,Low,46,0.375,1,132,2,False,2026-09-21 15:00:00,2026-09-21 19:00:00,34
REQ-00504,AST-ENG-111,Engineering,JP-AII,track_defect,Low,0,0.478,1,66,4,False,2026-09-27 02:00:00,2026-09-27 05:00:00,35
REQ-00505,AST-SNT-175,Signal & Telecom,NGP-BSL,signal_fault,Low,38,0.424,0,56,3,False,2026-10-03 22:00:00,2026-10-04 03:00:00,38
REQ-00506,AST-SNT-164,Signal & Telecom,BZA-VSKP,signal_fault,Medium,72,0.568,1,49,3,False,2026-09-18 00:00:00,2026-09-18 03:00:00,41
REQ-00507,AST-TRD-142,Traction Distribution,GHY-NJP,traction_fault,High,32,0.369,1,115,3,False,2026-09-23 22:00:00,2026-09-24 01:00:00,34
REQ-00508,AST-SNT-102,Signal & Telecom,BPL-ET,signal_fault,Low,67,0.516,0,55,3,True,2026-10-05 00:00:00,2026-10-05 03:00:00,41
REQ-00509,AST-ENG-158,Engineering,BZA-VSKP,track_defect,Medium,59,0.341,1,21,2,False,2026-09-13 00:00:00,2026-09-13 03:00:00,41
REQ-00510,AST-TRD-012,Traction Distribution,NDLS-GZB,traction_fault,Low,63,0.893,0,181,6,False,2026-10-06 15:00:00,2026-10-06 18:00:00,48
REQ-00511,AST-SNT-161,Signal & Telecom,BZA-VSKP,signal_fault,Low,58,0.449,1,56,2,True,2026-09-21 22:00:00,2026-09-22 00:00:00,41
REQ-00512,AST-ENG-040,Engineering,SBC-JTJ,track_defect,Medium,83,0.385,1,58,1,True,2026-09-18 23:00:00,2026-09-19 04:00:00,38
REQ-00513,AST-SNT-164,Signal & Telecom,BZA-VSKP,signal_fault,Low,68,0.577,1,53,3,False,2026-09-22 15:00:00,2026-09-22 19:00:00,41
REQ-00514,AST-ENG-170,Engineering,NGP-BSL,track_defect,Low,53,0.338,1,48,2,False,2026-09-15 02:00:00,2026-09-15 06:00:00,38
REQ-00515,AST-TRD-012,Traction Distribution,NDLS-GZB,traction_fault,Low,1,0.931,1,157,6,False,2026-09-12 11:00:00,2026-09-12 14:00:00,48
REQ-00516,AST-TRD-132,Traction Distribution,ALD-MGS,traction_fault,Low,49,0.765,1,146,7,False,2026-09-13 13:00:00,2026-09-13 18:00:00,45
REQ-00517,AST-SNT-164,Signal & Telecom,BZA-VSKP,signal_fault,Low,42,0.652,0,62,3,False,2026-10-01 00:00:00,2026-10-01 05:00:00,41
REQ-00518,AST-SNT-126,Signal & Telecom,ALD-MGS,signal_fault,Medium,0,0.414,1,22,4,True,2026-09-12 00:00:00,2026-09-12 03:00:00,45
REQ-00519,AST-TRD-156,Traction Distribution,TVC-QLN,traction_fault,Medium,70,0.906,1,151,5,False,2026-09-16 13:00:00,2026-09-16 18:00:00,35
REQ-00520,AST-SNT-163,Signal & Telecom,BZA-VSKP,signal_fault,Medium,0,0.296,1,25,3,False,2026-09-18 23:00:00,2026-09-19 03:00:00,41
REQ-00521,AST-SNT-056,Signal & Telecom,MAS-AJJ,signal_fault,Low,67,0.562,1,68,4,False,2026-09-28 22:00:00,2026-09-29 00:00:00,44
REQ-00522,AST-ENG-123,Engineering,ALD-MGS,track_defect,Low,60,0.491,0,60,2,False,2026-10-03 15:00:00,2026-10-03 19:00:00,45
REQ-00523,AST-ENG-015,Engineering,CSMT-KYN,track_defect,Low,50,0.664,1,34,5,False,2026-09-22 02:00:00,2026-09-22 06:00:00,48
REQ-00524,AST-TRD-129,Traction Distribution,ALD-MGS,traction_fault,Medium,16,0.64,1,96,5,False,2026-09-17 13:00:00,2026-09-17 17:00:00,45
REQ-00525,AST-SNT-174,Signal & Telecom,NGP-BSL,signal_fault,Medium,26,0.559,1,50,4,False,2026-09-27 13:00:00,2026-09-27 16:00:00,38
